TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-05 01:26:02,1770254762631,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zOHpzUzhBVVBqZHhjaXh1czZ6Zm5xR1dld2giLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49c3NkZi1jcnlwdG8tbWFya2V0cGxhY2UtcHpoNXkxdHZwLWNyZW9kYW1vcy1wcm9qZWN0cy52ZXJjZWwuYXBwOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzlFSU5PZ1RUSXZjZlNpZDJMMGN1Ym1uUWllOyBQYXRoPS87IEV4cGlyZXM9RnJpLCAwNSBGZWIgMjAyNyAwMToyNjowMiBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.Sr4u-9sQ-drfdIPwUU5B4FOv0DnSU9VK_FLtpEOCkgypJnCwp7EBwno3fOCP4f6LL1_S_6dMkOPi89iZRG52vahMlch2-Gsxx_wL2DdKhnVLj6HCC15OVBSuh5tg0Mjr-_LVREx23ZEn8nl6WKv3YE5hj0WdWqUkJX7e6UQrsKNcFBuqCXlkSO9bH6M1IeDLJEHB3STc1_206x3-rHzTczj3TmAJQEu6ygA72o6UybZ5XK_sCbSAROFX0UIcyONKM_WTGwcWF2_piMPIb04o83-bb6vTWdNBWQLdUK6cTLksAZZ2tWm4uofty9g5wEOs1svjfUaLxN4wx0ow7d8xsA,401,tsxgv-1770254762631-a3036baaa26f,vercel-favicon/1.0,,production,main,,static,/,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,7,sfo1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-05 01:26:01,1770254761639,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app/,GET,,307,9x2ff-1770254761639-4833a86db866,vercel-favicon/1.0,,production,main,,middleware,middleware,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,567,sfo1,123,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGNPFZP4TVHT5CQYXZRANPS2,BnRl2shbBioK,1
2026-02-05 01:26:01,1770254761639,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app/,GET,,307,9x2ff-1770254761639-4833a86db866,vercel-favicon/1.0,,production,main,,redirect,/,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,738,sfo1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-05 01:21:05,1770254465159,ssdf.site/,GET,,200,2twd9-1770254465159-f1ad18ff4415,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,HIT,middleware,middleware,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,20,fra1,146,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGNP6Y4TMN2YEA8RWSPY7TJ1,g64wWQ7Jvqf6,1
2026-02-05 01:21:05,1770254465159,ssdf.site/,GET,,200,2twd9-1770254465159-f1ad18ff4415,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,HIT,static,/,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,70,fra1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-05 01:21:04,1770254464809,ssdf.site/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zOHpzUzhBVVBqZHhjaXh1czZ6Zm5xR1dld2giLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49c3NkZi5zaXRlOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzlFSGx4dWhUY0VKb2s5dU93S05KU096d0M5OyBQYXRoPS87IEV4cGlyZXM9RnJpLCAwNSBGZWIgMjAyNyAwMToyMTowNCBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.XL6M71Ik-u_GLgyG50H5SyNK0dI7rcJGon8gMWuMgTYrQ61NesfOi0gi07XCboDHY3WHuPN41WsqJLkRryPKCXNF-Gh6UywqUvFGIj-yM9pDyNa-zMa0Pd1SgzhDj20EJcoz4SAm763L25AepjA8ekSF1viES6oTttSQZ7v-rL8BXiMUk2ms8UAeOH_tijpW2VGf06ggons-TC01IEif0-MciM3pOCV-CJcWEYDhlQZZwzFmgd8oQvuYsHaC4Xey6fHBY_Jm0icSdS5a3c8sts0H1F0hjvEcJLvQSr88v1MEdEag3tPFZq-cxL_HNQW_Aa9u2xD5RTkM6lvA8tlVnA,307,2twd9-1770254464809-d1a4ade8329d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,,middleware,middleware,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,297,fra1,133,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGNP6XT0ZVQJ52A86CAXYT01,g64wWQ7Jvqf6,1
2026-02-05 01:21:04,1770254464809,ssdf.site/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zOHpzUzhBVVBqZHhjaXh1czZ6Zm5xR1dld2giLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49c3NkZi5zaXRlOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzlFSGx4dWhUY0VKb2s5dU93S05KU096d0M5OyBQYXRoPS87IEV4cGlyZXM9RnJpLCAwNSBGZWIgMjAyNyAwMToyMTowNCBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.XL6M71Ik-u_GLgyG50H5SyNK0dI7rcJGon8gMWuMgTYrQ61NesfOi0gi07XCboDHY3WHuPN41WsqJLkRryPKCXNF-Gh6UywqUvFGIj-yM9pDyNa-zMa0Pd1SgzhDj20EJcoz4SAm763L25AepjA8ekSF1viES6oTttSQZ7v-rL8BXiMUk2ms8UAeOH_tijpW2VGf06ggons-TC01IEif0-MciM3pOCV-CJcWEYDhlQZZwzFmgd8oQvuYsHaC4Xey6fHBY_Jm0icSdS5a3c8sts0H1F0hjvEcJLvQSr88v1MEdEag3tPFZq-cxL_HNQW_Aa9u2xD5RTkM6lvA8tlVnA,307,2twd9-1770254464809-d1a4ade8329d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,,redirect,/,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,342,fra1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-05 01:21:03,1770254463676,ssdf.site/,GET,,307,t6b7c-1770254463676-5f211822b618,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,,middleware,middleware,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,612,fra1,122,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGNP6WPYMCFVRPXMP5H66PEZ,g64wWQ7Jvqf6,1
2026-02-05 01:21:03,1770254463676,ssdf.site/,GET,,307,t6b7c-1770254463676-5f211822b618,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,production,main,,redirect,/,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,832,fra1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-05 01:02:48,1770253368055,ssdf.site/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zOHpzUzhBVVBqZHhjaXh1czZ6Zm5xR1dld2giLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTYW1lU2l0ZT1Ob25lIiwiX19jbGllbnRfdWF0PTA7IFBhdGg9LzsgRG9tYWluPXNzZGYuc2l0ZTsgTWF4LUFnZT0zMTUzNjAwMDA7IFNhbWVTaXRlPU5vbmUiLCJfX3Nlc3Npb249OyBQYXRoPS87IEV4cGlyZXM9VGh1LCAwMSBKYW4gMTk3MCAwMDowMDowMCBHTVQ7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzlFRlk2Z1BPNEhINDR6SmhTVkRKdjFKMFNrOyBQYXRoPS87IEV4cGlyZXM9RnJpLCAwNSBGZWIgMjAyNyAwMTowMjo0NyBHTVQ7IFNhbWVTaXRlPU5vbmUiXX0.ZuyurAtyGm5t4F2Uj1s103qB0uU_fjSuGZ1qe6ubneLIfZLhI0WLSflVxBC7KTggbEajrfTOTZL2hpkLdW_UayRf2cyhlwkzjx6_vFSi3u70b8FZ_8C8Pz1WByP9vhTHDedrroWGQbN-PhNRIrmDEWXgZ01iWG6MJyp7yxNtoV2YfpT0AqiuoA9OM8rt3KQZLhXAN0WO9ehXzSfwR10mmdv4PWYp0E2Rb9Ih1lp-W5sOUkvlcPrSdNBKsyRYsGddNp_NbizjG9mBvfbsriYI3JYmOdvDc497IvvIUxVB05rqnB2gW1I4GP3CwWxjn31qB-kSxbe5vBuSNL_9qoRa7A,307,tvdg8-1770253368055-609122380648,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",,production,main,,middleware,middleware,ssdf.site,ssdf-crypto-marketplace-pzh5y1tvp-creodamos-projects.vercel.app,dpl_B1Hwkrv4pfSGQbXrqkxw6a6oCYsQ,19,sin1,146,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGNN5ERY1NCF3GDVB982MH3Q,JtcQD3wvzNKf,1
